agent_id,agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,cost_per_task_cents,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,privacy_compliance_score,bias_detection_score,timestamp,data_quality_score,performance_index,cost_efficiency_ratio,autonomous_capability_score,overall_performance_score,resource_efficiency_score,cost_effectiveness,weighted_quality_score,complexity_autonomy_ratio,success_autonomy_interaction,latency_per_operation,arch_performance_benchmark,env_avg_cost_per_complexity,hour_of_day,is_weekend
AG_03003,HR Recruiter,Transformer-XL,Edge,Decision Making,6,6,0.4627,0.5939,0.5152,49.66,171.46,420.5,82.5,0.0208,True,0.605,False,True,0.9742,0.8315,2025-06-04 04:16:16,0.9673,0.51781,23.75275229357798,102.35,0.5239333333333334,0.014851007098331712,25.189102564102566,0.6161000000000001,1.0,2.7762000000000002,3.452678211840516,0.006250000000000089,0.0033751567840054684,4,False
AG_02569,Research Assistant,GPT-4o,Desktop,Creative Writing,4,3,0.6996,0.7678,0.6864,34.94,434.12,265.3,54.5,0.0143,True,0.7609,False,True,0.8335,0.6369,2025-06-04 04:16:16,0.7745,0.7161000000000001,46.80392156862745,83.263,0.7179333333333333,0.04747265515583881,50.205128205128204,0.7418600000000002,0.75,2.0987999999999998,12.424728105323412,0.15464999999999995,0.0033411305751704992,4,False
AG_04218,Financial Advisor,Falcon-180B,Hybrid,Learning & Adaptation,8,8,0.3,0.4145,0.4257,101.98,405.63,483.9,82.2,0.0388,True,0.4075,False,False,0.7021,0.6523,2025-06-04 04:16:16,0.85,0.3720599999999999,9.34824120603015,108.525,0.3800666666666666,0.010702277571374916,9.795532646048109,0.4558,1.0,2.4,3.9775446165914885,-0.1472666666666667,0.0032901654732797768,4,False
AG_04475,HR Recruiter,InstructGPT,Cloud,Code Generation,5,4,0.6289,0.6347,0.6582,28.4,382.61,340.6,44.1,0.0129,True,0.656,False,False,0.8617,0.6066,2025-06-04 04:16:16,0.888,0.6394299999999999,46.00215827338129,85.92,0.6406000000000001,0.04382022920736116,49.65891472868218,0.6830400000000001,0.8,2.5156,13.47218309859155,0.08841666666666681,0.003354148856764928,4,False
AG_03662,Document Processor,GPT-4o,Mobile,Learning & Adaptation,7,6,0.3947,0.6273,0.5306,97.62,554.71,472.6,83.5,0.0373,True,0.4531,False,True,0.868,0.8591,2025-06-04 04:16:16,0.8985,0.50525,13.19190600522193,91.717,0.5175333333333333,0.013445812564460582,13.874888293118856,0.5885,0.8571428571428571,2.3682,5.682339684490883,-0.04575000000000007,0.0033529413220314583,4,False
AG_02268,Sales Assistant,Falcon-180B,Edge,Code Generation,4,5,0.6572,0.6463,0.7128,53.45,108.36,267.5,45.4,0.0205,True,0.7818,False,True,0.9126,0.852,2025-06-04 04:16:16,0.8317,0.67061,31.191162790697675,104.726,0.6721,0.05869323562106303,32.78536585365854,0.6877400000000001,1.25,3.286,2.027315247895229,0.1447666666666667,0.0033751567840054684,4,False
AG_04859,Data Analyst,CodeT5+,Desktop,Problem Solving,7,6,0.4175,0.49,0.5589,80.84,1348.04,442.0,71.4,0.0314,True,0.4595,False,True,0.7173,0.7498,2025-06-04 04:16:16,0.9612,0.48167,14.866358024691358,92.165,0.48879999999999996,0.01770979885166736,15.566878980891719,0.55524,0.8571428571428571,2.505,16.675408213755567,-0.05536666666666662,0.0033411305751704992,4,False
AG_02704,Sales Assistant,LLaMA-3,Edge,Learning & Adaptation,8,7,0.3,0.4585,0.5129,53.52,462.38,490.4,83.3,0.0227,True,0.3992,False,True,0.7786,0.7387,2025-06-04 04:16:16,0.8859,0.41142,17.359493670886074,97.944,0.42379999999999995,0.012555593199759513,18.66960352422907,0.48058,0.875,2.1,8.639387144992526,-0.12313333333333343,0.0033751567840054684,4,False
AG_01259,Research Assistant,InstructGPT,Mobile,Research & Summarization,7,7,0.4572,0.5644,0.5803,48.0,246.16,444.6,75.0,0.0204,True,0.5085,True,True,0.746,0.6995,2025-06-04 04:16:16,0.9209,0.52629,24.592990654205607,105.595,0.5339666666666667,0.01740290898185635,26.174836601307188,0.59282,1.0,3.2004,5.128333333333333,-0.018216666666666548,0.0033529413220314583,4,False
AG_02372,Task Planner,LLaMA-3,Server,Data Analysis,5,4,0.5201,0.6545,0.6519,29.72,206.77,369.4,66.3,0.0136,True,0.5953,True,False,0.9193,0.7109,2025-06-04 04:16:16,0.8687,0.59996,41.09315068493152,81.671,0.6088333333333332,0.0266177021806182,44.76715686274509,0.64358,0.8,2.0804,6.957267833109018,0.061899999999999844,0.0033007674175458608,4,False
AG_01624,Email Manager,Mixtral-8x7B,Cloud,Learning & Adaptation,10,10,0.3,0.4,0.3784,101.64,527.59,558.5,119.4,0.0395,True,0.4142,False,True,0.7943,0.8232,2025-06-04 04:16:16,0.9405,0.35352,8.72888888888889,128.994,0.35946666666666666,0.00567444803846148,9.10042194092827,0.46810000000000007,1.0,3.0,5.190771349862259,-0.16350000000000003,0.003354148856764928,4,False
AG_02430,Customer Service,Mixtral-8x7B,Hybrid,Text Processing,7,6,0.4216,0.475,0.5166,30.28,707.46,493.7,87.6,0.015,True,0.4472,False,False,0.7063,0.7999,2025-06-04 04:16:16,0.869,0.46612,29.132499999999997,91.304,0.4710666666666666,0.011945027899478636,31.40444444444444,0.53244,0.8571428571428571,2.5296,23.363936591809775,-0.05190000000000011,0.0032901654732797768,4,False
AG_03315,Task Planner,PaLM-2,Mobile,Planning & Scheduling,5,6,0.5125,0.6302,0.6119,26.11,177.81,332.8,57.1,0.012,True,0.6548,False,True,0.9108,0.6888,2025-06-04 04:16:16,0.7778,0.57763,44.43307692307692,105.836,0.5848666666666666,0.03220038225784723,48.73888888888889,0.6126400000000001,1.2,3.0749999999999997,6.810034469551896,0.05211666666666659,0.0033529413220314583,4,False
AG_03347,Translation Agent,Gemini-Pro,Hybrid,Decision Making,9,8,0.3,0.4,0.4518,31.7,648.71,547.5,105.8,0.016,True,0.4214,False,False,0.8275,0.9345,2025-06-04 04:16:16,0.8729,0.37554,22.090588235294113,109.498,0.3839333333333333,0.007799673718828495,23.99583333333333,0.45458000000000004,0.8888888888888888,2.4,20.464037854889593,-0.16970000000000002,0.0032901654732797768,4,False
AG_01629,Customer Service,Mixtral-8x7B,Cloud,Learning & Adaptation,8,8,0.3289,0.4,0.4635,107.17,545.26,464.4,66.5,0.0404,True,0.4185,False,False,0.8941,0.764,2025-06-04 04:16:16,0.7725,0.39061,9.435024154589373,109.295,0.3974666666666667,0.015008451360960542,9.838283828382838,0.44606,1.0,2.6312,5.087804422879537,-0.1255,0.003354148856764928,4,False
AG_00457,QA Tester,GPT-4o,Edge,Communication,5,3,0.6239,0.7112,0.6953,17.29,548.13,331.9,51.4,0.0091,True,0.7018,False,True,0.7656,0.6432,2025-06-05 04:16:15,0.7784,0.67151,66.48613861386139,79.126,0.6768000000000001,0.04075696702044473,74.37362637362638,0.6897200000000001,0.6,1.8717000000000001,31.70213996529786,0.11351666666666671,0.0033751567840054684,4,False
AG_00955,Code Assistant,GPT-4o,Cloud,Learning & Adaptation,8,9,0.3554,0.4554,0.4908,95.79,2446.53,506.1,77.2,0.037,True,0.4389,False,False,0.7597,0.8408,2025-06-05 04:16:15,0.9707,0.42602,11.21105263157895,120.723,0.4338666666666667,0.012561772284860452,11.726126126126127,0.51846,1.125,3.1986,25.540557469464453,-0.12941666666666668,0.003354148856764928,4,False
AG_00152,QA Tester,Claude-3.5,Edge,Learning & Adaptation,10,8,0.3,0.4,0.3604,155.2,2960.59,551.5,111.6,0.0572,True,0.3033,False,True,0.9016,0.7463,2025-06-05 04:16:15,0.7704,0.34812,5.981443298969071,101.231,0.35346666666666665,0.005855649466914931,6.179487179487179,0.43408,0.8,2.4,19.075966494845364,-0.2128166666666667,0.0033751567840054684,4,False
AG_00985,Social Media Manager,Claude-3.5,Edge,Problem Solving,7,9,0.4899,0.4997,0.5633,85.13,108.02,418.7,59.4,0.0326,True,0.5911,False,True,0.7941,0.6594,2025-06-05 04:16:15,0.8836,0.51486,15.323214285714286,131.377,0.5176333333333334,0.022649068505290144,15.87832310838446,0.5725600000000001,1.2857142857142858,4.4091000000000005,1.2688828849994127,-0.04864999999999997,0.0033751567840054684,4,False
AG_00895,Content Creator,LLaMA-3,Cloud,Planning & Scheduling,7,6,0.3788,0.5341,0.5203,22.54,2025.96,442.5,82.0,0.0119,True,0.4801,False,False,0.9258,0.7038,2025-06-05 04:16:15,0.8673,0.46784,36.266666666666666,93.607,0.47773333333333334,0.014339258646823757,40.14565826330532,0.5386200000000001,0.8571428571428571,2.2728,89.88287488908607,-0.06920000000000004,0.003354148856764928,4,False
AG_00944,QA Tester,Mixtral-8x7B,Edge,Communication,5,7,0.4928,0.637,0.6184,21.61,1051.63,340.0,54.9,0.0106,True,0.6182,False,True,0.9621,0.6479,2025-06-05 04:16:15,0.8623,0.57374,49.46034482758621,113.274,0.5827333333333332,0.03312975463409407,54.974842767295584,0.62438,1.4,3.4496,48.66404442387784,0.059766666666666524,0.0033751567840054684,4,False
AG_00878,Social Media Manager,Transformer-XL,Hybrid,Communication,4,2,0.5683,0.6255,0.6565,13.62,1661.3,264.6,62.3,0.0072,True,0.7146,False,False,0.8972,0.8493,2025-06-05 04:16:15,0.7718,0.61192,74.62439024390245,70.02199999999999,0.6167666666666666,0.03982509715139845,85.66203703703702,0.63188,0.5,1.1366,121.97503671071954,0.0990833333333333,0.0032901654732797768,4,False
AG_03321,Project Manager,GPT-4o,Cloud,Planning & Scheduling,4,4,0.7474,0.7166,0.7178,26.22,546.35,306.4,51.5,0.0118,False,0.8765,False,False,0.9486,0.6553,2025-06-05 04:16:16,0.9145,0.72928,56.97500000000001,121.355,0.7272666666666666,0.04548911252503233,61.63276836158192,0.7685,1.0,2.9896,20.837147215865752,0.16398333333333326,0.003354148856764928,4,False
AG_04002,Social Media Manager,InstructGPT,Cloud,Creative Writing,4,5,0.6108,0.646,0.7116,35.58,399.05,282.7,57.0,0.0147,True,0.7595,True,True,0.8584,0.9199,2025-06-05 04:16:16,0.8977,0.6516,41.503184713375795,103.165,0.6561333333333333,0.04416063150447751,44.63492063492064,0.6822600000000001,1.25,3.0540000000000003,11.215570545250142,0.1039500000000001,0.003354148856764928,4,False
AG_01299,Data Analyst,PaLM-2,Edge,Communication,3,2,0.7152,0.7134,0.7883,11.08,562.21,251.8,51.4,0.0062,False,0.7872,False,True,0.8348,0.7115,2025-06-05 04:16:16,0.9296,0.73659,102.30416666666666,95.104,0.7389666666666667,0.06090776757540262,119.18817204301075,0.7573599999999999,0.6666666666666666,1.4304,50.74097472924188,0.2062166666666666,0.0033751567840054684,4,False
AG_01417,QA Tester,Mixtral-8x7B,Server,Planning & Scheduling,4,6,0.6317,0.6802,0.6951,33.73,496.49,344.7,54.8,0.0147,True,0.6437,False,True,0.9128,0.7557,2025-06-05 04:16:16,0.917,0.66527,42.373885350318474,105.059,0.669,0.03679810434970429,45.51020408163266,0.7081600000000001,1.5,3.7902000000000005,14.7195375037059,0.14603333333333335,0.0033007674175458608,4,False
AG_04018,Data Analyst,Falcon-180B,Cloud,Planning & Scheduling,3,1,0.7292,0.7318,0.6887,24.68,1054.14,226.3,36.2,0.0105,False,0.7339,False,True,0.9455,0.8659,2025-06-05 04:16:16,0.9618,0.71783,62.42,81.37299999999999,0.7165666666666666,0.08406920847747695,68.24444444444443,0.77676,0.3333333333333333,0.7292,42.712317666126424,0.18923333333333325,0.003354148856764928,4,False
AG_01475,Research Assistant,Mixtral-8x7B,Desktop,Text Processing,7,7,0.3942,0.5238,0.5203,17.31,650.14,454.5,69.9,0.0103,True,0.506,False,True,0.7826,0.8179,2025-06-05 04:16:16,0.7933,0.4709099999999999,41.67345132743362,105.42,0.4794333333333333,0.01637731727393054,46.54692556634304,0.5258600000000001,1.0,2.7594,37.55863662622762,-0.04353333333333337,0.0033411305751704992,4,False
AG_01127,Data Analyst,Gemini-Pro,Hybrid,Code Generation,7,9,0.3234,0.4705,0.5511,46.45,1408.71,443.3,72.0,0.0199,True,0.402,False,False,0.7222,0.6412,2025-06-05 04:16:16,0.7904,0.43584,20.85358851674641,118.14,0.4483333333333334,0.01726633581472291,22.529313232830823,0.47564,1.2857142857142858,2.9106,30.32744886975242,-0.1052999999999999,0.0032901654732797768,4,False
AG_02572,Code Assistant,GPT-4o,Hybrid,Code Generation,4,2,0.6495,0.8027,0.7245,55.8,903.76,266.1,56.8,0.0213,True,0.7763,False,False,0.979,0.9352,2025-06-05 04:16:16,0.8381,0.71796,32.195515695067265,74.34100000000001,0.7255666666666666,0.04793416644171681,34.064162754303595,0.7485,0.5,1.299,16.19641577060932,0.16228333333333322,0.0032901654732797768,4,False
AG_03737,QA Tester,CodeT5+,Server,Code Generation,8,6,0.3687,0.5388,0.5,39.73,1268.69,441.9,75.3,0.0177,True,0.4129,False,False,0.7088,0.9279,2025-06-05 04:16:16,0.8318,0.45912,24.55187165775401,88.90299999999999,0.4691666666666667,0.01502626440755797,26.506591337099813,0.52936,0.75,2.2122,31.932796375534863,-0.0749999999999999,0.0033007674175458608,4,False
AG_04196,Sales Assistant,GPT-4o,Server,Code Generation,8,6,0.3642,0.5234,0.5474,48.54,938.61,464.6,89.7,0.0208,True,0.442,False,False,0.7114,0.6767,2025-06-05 04:16:16,0.9358,0.46692,21.418348623853213,90.94,0.47833333333333333,0.013135092773491395,22.996794871794872,0.5422,0.75,2.1852,19.336835599505562,-0.08495000000000003,0.0033007674175458608,4,False
AG_03499,Content Creator,PaLM-2,Hybrid,Decision Making,6,5,0.4507,0.484,0.59,31.04,397.27,450.9,68.6,0.0149,True,0.4613,False,False,0.8484,0.6084,2025-06-05 04:16:16,0.8301,0.50248,31.60251572327044,82.291,0.5082333333333333,0.019074258350807297,34.10961968680089,0.5399,0.8333333333333334,2.2535,12.798646907216495,-0.024516666666666742,0.0032901654732797768,4,False
AG_04870,Document Processor,Gemini-Pro,Server,Code Generation,5,4,0.5034,0.6623,0.6539,57.82,415.37,346.6,62.8,0.0227,True,0.5718,False,False,0.8469,0.6912,2025-06-05 04:16:16,0.8858,0.59622,25.156962025316453,80.026,0.6065333333333333,0.03004160525725795,26.71953010279001,0.64344,0.8,2.0136,7.183846419923902,0.05289999999999995,0.0033007674175458608,4,False
AG_02734,QA Tester,Falcon-180B,Server,Text Processing,3,4,0.6959,0.7029,0.7604,28.9,1430.05,350.6,33.2,0.0131,True,0.7842,False,False,0.9228,0.6589,2025-06-05 04:16:16,0.9005,0.7173499999999999,50.87588652482268,94.894,0.7197333333333334,0.06532690946329528,54.94147582697202,0.73962,1.3333333333333333,2.7836,49.482698961937714,0.19240000000000013,0.0033007674175458608,4,False
AG_01955,Content Creator,CodeT5+,Server,Communication,2,3,0.752,0.7461,0.7793,17.26,590.65,208.4,43.4,0.0078,False,0.8736,False,False,0.9619,0.8903,2025-06-05 04:16:16,0.9173,0.7584200000000001,86.18409090909093,111.152,0.7591333333333333,0.08616228981841019,97.32478632478633,0.7827,1.5,2.2560000000000002,34.220741599072994,0.21496666666666675,0.0033007674175458608,4,False
AG_03885,Translation Agent,Transformer-XL,Edge,Planning & Scheduling,4,5,0.6223,0.5832,0.6689,25.02,1218.07,280.4,48.5,0.0111,True,0.7147,False,True,0.742,0.712,2025-06-05 04:16:16,0.943,0.62455,51.61570247933885,100.029,0.6248,0.049185993499713226,56.288288288288285,0.6708000000000001,1.25,3.1115,48.68385291766587,0.10711666666666675,0.0033751567840054684,4,False
AG_03448,Marketing Assistant,Falcon-180B,Cloud,Problem Solving,7,5,0.334,0.4398,0.5316,72.92,413.5,419.3,66.9,0.0285,True,0.4176,False,False,0.8697,0.8043,2025-06-05 04:16:16,0.8639,0.4250199999999999,14.407457627118642,79.232,0.43513333333333337,0.01895108118484897,15.267836257309943,0.48230000000000006,0.7142857142857143,1.6700000000000002,5.670597915523862,-0.09219999999999995,0.003354148856764928,4,False
AG_03452,Project Manager,Claude-3.5,Cloud,Planning & Scheduling,4,6,0.5695,0.7194,0.7379,33.92,1027.34,314.0,59.1,0.0144,True,0.6731,False,True,0.7236,0.8487,2025-06-05 04:16:16,0.963,0.66499,43.181168831168826,107.117,0.6755999999999999,0.03976311336717427,46.91666666666666,0.70816,1.5,3.417,30.28714622641509,0.1093166666666665,0.003354148856764928,4,False
AG_02108,Document Processor,Mixtral-8x7B,Mobile,Problem Solving,6,8,0.4365,0.5116,0.5868,54.56,444.07,344.6,65.7,0.0216,True,0.4505,False,True,0.864,0.8765,2025-06-05 04:16:16,0.9372,0.50412,22.306194690265485,111.535,0.5116333333333333,0.025918476057211454,23.686728395061724,0.5666800000000001,1.3333333333333333,3.492,8.139112903225806,-0.011333333333333417,0.0033529413220314583,4,False
AG_02885,Customer Service,CodeT5+,Hybrid,Decision Making,9,7,0.3,0.4768,0.4481,25.69,3034.86,525.5,113.0,0.0138,True,0.3566,False,False,0.8376,0.6686,2025-06-05 04:16:16,0.8305,0.39747,26.85608108108108,94.962,0.40829999999999994,0.007546121266724485,29.586956521739125,0.47682,0.7777777777777778,2.1,118.13390424289607,-0.13586666666666664,0.0032901654732797768,4,False
AG_04118,Task Planner,InstructGPT,Mobile,Planning & Scheduling,6,5,0.5625,0.6223,0.6076,30.75,812.51,402.4,84.1,0.0143,True,0.6378,False,True,0.9298,0.7603,2025-06-05 04:16:16,0.7957,0.59397,38.82156862745098,94.646,0.5974666666666667,0.017954106514303007,41.78088578088578,0.63306,0.8333333333333334,2.8125,26.423089430894308,0.04528333333333345,0.0033529413220314583,4,False
AG_00319,Code Assistant,InstructGPT,Desktop,Research & Summarization,4,2,0.741,0.7762,0.6427,35.97,586.14,347.5,46.2,0.0155,False,0.8841,False,True,0.7424,0.7671,2025-06-06 04:16:15,0.8884,0.72207,43.76181818181818,101.887,0.7199666666666666,0.040032389672677436,46.449462365591394,0.7845600000000001,0.5,1.482,16.295246038365306,0.1677833333333334,0.0033411305751704992,4,False
AG_00500,Customer Service,Mixtral-8x7B,Edge,Research & Summarization,7,6,0.3101,0.4405,0.4966,51.18,1349.02,470.3,65.2,0.0218,True,0.4213,True,True,0.8853,0.7244,2025-06-06 04:16:15,0.936,0.40517,17.770614035087718,89.491,0.4157333333333333,0.016195118896827374,19.07033639143731,0.48744000000000004,0.8571428571428571,1.8605999999999998,26.358343102774523,-0.1072333333333334,0.0033751567840054684,4,False
AG_00271,Social Media Manager,InstructGPT,Cloud,Communication,3,4,0.8105,0.7402,0.7082,25.01,3673.83,324.4,66.7,0.0116,False,0.8106,False,False,0.9438,0.8774,2025-06-06 04:16:15,0.8943,0.75872,60.21587301587301,116.742,0.7529666666666667,0.032730244002536345,64.91091954022988,0.7991400000000001,1.3333333333333333,3.242,146.89444222311073,0.20078333333333342,0.003354148856764928,4,False
AG_00653,HR Recruiter,Mixtral-8x7B,Server,Code Generation,3,3,0.7046,0.7398,0.6929,53.45,1301.53,236.7,54.6,0.0202,False,0.7392,False,False,0.7917,0.6735,2025-06-06 04:16:15,0.8631,0.71165,33.568396226415096,101.744,0.7124333333333333,0.05361417908946426,35.26897689768977,0.75038,1.0,2.1138,24.350420954162768,0.18946666666666656,0.0033007674175458608,4,False
AG_01038,Document Processor,PaLM-2,Cloud,Problem Solving,8,6,0.3,0.4535,0.5362,46.16,445.51,516.6,67.8,0.0206,True,0.4462,False,True,0.8637,0.7561,2025-06-06 04:16:15,0.8012,0.41691,19.301388888888887,91.234,0.4299,0.015308855153448287,20.868932038834952,0.46164000000000005,0.75,1.7999999999999998,9.651429809358753,-0.10285000000000005,0.003354148856764928,4,False
AG_02112,Project Manager,InstructGPT,Cloud,Code Generation,7,5,0.3354,0.5674,0.5891,66.12,1170.35,469.5,80.1,0.0267,True,0.4815,False,False,0.8064,0.6226,2025-06-06 04:16:16,0.9772,0.4811099999999999,17.368592057761727,83.705,0.4973,0.015664657729488832,18.625468164794007,0.5565599999999999,0.7142857142857143,1.6769999999999998,17.700393224440408,-0.05488333333333323,0.003354148856764928,4,False
AG_03299,Email Manager,GPT-4o,Cloud,Communication,3,1,0.7887,0.8977,0.7912,20.54,295.92,294.2,46.3,0.0098,False,0.827,False,True,0.8383,0.7838,2025-06-06 04:16:16,0.9109,0.8221499999999999,76.12499999999999,87.89,0.8258666666666666,0.05808481616508069,84.27210884353741,0.8567400000000001,0.3333333333333333,0.7887,14.40701071080818,0.2625833333333333,0.003354148856764928,4,False
AG_02040,Email Manager,LLaMA-3,Desktop,Research & Summarization,9,9,0.3,0.4,0.4044,33.63,843.53,545.4,89.0,0.0167,True,0.342,True,True,0.8518,0.8477,2025-06-06 04:16:16,0.9189,0.36132,20.413559322033898,113.94,0.36813333333333337,0.008331170195671252,22.043912175648707,0.4637800000000001,1.0,2.6999999999999997,25.082664287838238,-0.17880000000000001,0.0033411305751704992,4,False
AG_02204,Sales Assistant,CodeT5+,Mobile,Problem Solving,8,7,0.3,0.4,0.5015,39.26,227.61,483.6,90.3,0.0179,True,0.3023,False,True,0.814,0.7777,2025-06-06 04:16:16,0.8184,0.3904499999999999,20.65873015873016,91.161,0.4004999999999999,0.011484098130759795,22.374301675977648,0.4436800000000001,0.875,2.1,5.797503820682629,-0.14366666666666666,0.0033529413220314583,4,False
AG_01325,Customer Service,GPT-4o,Hybrid,Decision Making,9,10,0.3,0.4,0.4475,53.04,823.71,534.3,82.9,0.023,True,0.4152,False,False,0.8123,0.8856,2025-06-06 04:16:16,0.9129,0.3742499999999999,15.593749999999998,129.064,0.3825,0.010103069368916005,16.630434782608695,0.46258000000000005,1.1111111111111112,3.0,15.529977375565611,-0.18078333333333335,0.0032901654732797768,4,False
AG_04313,Financial Advisor,Gemini-Pro,Mobile,Planning & Scheduling,7,6,0.4447,0.4809,0.5708,32.78,294.99,455.1,66.2,0.0155,True,0.4481,False,True,0.8528,0.7045,2025-06-06 04:16:16,0.9241,0.49339,29.90242424242424,91.367,0.49879999999999997,0.01894607008452709,32.18064516129032,0.55506,0.8571428571428571,2.6681999999999997,8.99908480780964,-0.054833333333333345,0.0033529413220314583,4,False
AG_04416,Email Manager,InstructGPT,Desktop,Code Generation,3,2,0.7359,0.716,0.7511,59.54,483.06,218.3,32.3,0.022,False,0.8644,False,False,0.7872,0.9049,2025-06-06 04:16:16,0.9561,0.7344900000000001,31.93434782608696,100.508,0.7343333333333333,0.10652253765020726,33.378787878787875,0.7719799999999999,0.6666666666666666,1.4718,8.113201209271079,0.18215000000000003,0.0033411305751704992,4,False
AG_04965,Research Assistant,Claude-3.5,Mobile,Planning & Scheduling,3,4,0.7107,0.7268,0.8048,49.23,376.7,184.2,34.7,0.0183,False,0.7529,False,True,0.7684,0.7489,2025-06-06 04:16:16,0.9166,0.74376,38.53678756476683,112.703,0.7474333333333334,0.12591250582783403,40.84335154826958,0.7583200000000001,1.3333333333333333,2.8428,7.651838309973593,0.18115000000000003,0.0033529413220314583,4,False
AG_04182,Marketing Assistant,Transformer-XL,Edge,Planning & Scheduling,7,6,0.3844,0.512,0.5422,32.74,980.97,419.3,62.7,0.0151,True,0.5308,False,True,0.8083,0.7101,2025-06-06 04:16:16,0.8803,0.47002,29.193788819875778,97.156,0.47953333333333337,0.020623725043371822,31.757174392935983,0.53462,0.8571428571428571,2.3064,29.962431276725717,-0.038149999999999906,0.0033751567840054684,4,False
AG_01795,Email Manager,InstructGPT,Hybrid,Decision Making,10,10,0.3,0.4,0.3498,32.69,641.36,604.2,118.2,0.0169,True,0.3754,False,False,0.9709,0.6311,2025-06-06 04:16:16,0.8598,0.3449399999999999,19.27039106145251,126.278,0.34993333333333326,0.004898031881734793,20.706114398422088,0.45196000000000003,1.0,3.0,19.619455490975835,-0.20224999999999999,0.0032901654732797768,4,False
AG_04534,Content Creator,Transformer-XL,Cloud,Code Generation,3,1,0.658,0.6746,0.7528,51.18,394.36,234.4,53.6,0.0194,True,0.7346,False,False,0.7613,0.9325,2025-06-06 04:16:16,0.9134,0.6914199999999999,33.89313725490195,61.422,0.6951333333333333,0.05991798685752127,35.83161512027491,0.7157200000000001,0.3333333333333333,0.658,7.705353653771005,0.17745,0.003354148856764928,4,False
AG_03077,QA Tester,GPT-4o,Mobile,Code Generation,4,6,0.6083,0.8168,0.7762,45.67,2217.3,327.2,60.0,0.0185,True,0.6366,False,True,0.9256,0.9395,2025-06-06 04:16:16,0.8907,0.72122,36.98564102564102,104.562,0.7337666666666666,0.03953748981255094,39.663063063063056,0.7481800000000001,1.5,3.6498,48.55047076855704,0.1704833333333332,0.0033529413220314583,4,False
AG_01133,HR Recruiter,Transformer-XL,Cloud,Problem Solving,7,8,0.405,0.4882,0.4916,81.1,1388.18,491.6,87.6,0.0319,True,0.4911,False,False,0.8305,0.8228,2025-06-06 04:16:16,0.8185,0.45594,13.858358662613984,114.377,0.4616,0.011415525114155252,14.470219435736679,0.52098,1.1428571428571428,3.24,17.116892725030826,-0.05608333333333326,0.003354148856764928,4,False
AG_01117,Research Assistant,LLaMA-3,Hybrid,Code Generation,8,10,0.3041,0.4907,0.4776,45.38,238.15,540.7,92.9,0.0205,True,0.314,False,False,0.8312,0.8319,2025-06-06 04:16:16,0.9262,0.41213,19.168837209302325,121.98,0.4241333333333333,0.009508067025501964,20.68943089430894,0.50316,1.25,3.041,5.247906566769502,-0.12280000000000008,0.0032901654732797768,4,False
AG_04657,Document Processor,Gemini-Pro,Mobile,Planning & Scheduling,7,7,0.3867,0.5398,0.5563,31.81,1160.61,479.3,82.0,0.0154,True,0.5096,False,True,0.7341,0.8528,2025-06-06 04:16:16,0.9435,0.48351,29.48231707317073,105.672,0.49426666666666663,0.014154279869525173,32.095238095238095,0.5593,1.0,2.7069,36.48569632191135,-0.05936666666666668,0.0033529413220314583,4,False
AG_02606,Email Manager,Gemini-Pro,Edge,Problem Solving,9,9,0.3456,0.4,0.4613,77.07,587.35,528.1,84.9,0.031,True,0.3728,False,True,0.7096,0.771,2025-06-06 04:16:16,0.9773,0.39663,12.394687500000002,116.096,0.40230000000000005,0.010288678505895637,12.97741935483871,0.4937,1.0,3.1104000000000003,7.620993901647854,-0.15133333333333326,0.0033751567840054684,4,False
AG_04200,Project Manager,Claude-3.5,Edge,Decision Making,9,9,0.3,0.4181,0.4635,33.19,2561.62,560.2,100.8,0.0167,True,0.4155,False,True,0.8113,0.7525,2025-06-06 04:16:16,0.7833,0.38448,21.722033898305085,119.085,0.39386666666666664,0.008208165451114397,23.584830339321357,0.4439000000000001,1.0,2.6999999999999997,77.18047604700212,-0.17241666666666672,0.0033751567840054684,4,False
AG_04453,Customer Service,Mixtral-8x7B,Cloud,Research & Summarization,5,6,0.477,0.5921,0.5978,51.29,604.92,346.7,56.5,0.0206,True,0.6055,True,True,0.8589,0.8999,2025-06-06 04:16:16,0.811,0.54777,25.35972222222222,102.385,0.5556333333333333,0.030517828016877212,26.972491909385113,0.58984,1.2,2.862,11.794111912653538,0.03266666666666662,0.003354148856764928,4,False
AG_02546,Data Analyst,Transformer-XL,Desktop,Research & Summarization,7,9,0.3956,0.4592,0.5244,48.02,2391.04,450.2,95.5,0.0205,True,0.4094,True,False,0.7785,0.6463,2025-06-06 04:16:16,0.9646,0.45332,21.0846511627907,118.658,0.4597333333333333,0.012197022382140805,22.4260162601626,0.53484,1.2857142857142858,3.5604,49.79258642232403,-0.057949999999999946,0.0033411305751704992,4,False
